15 مايو,1,1,15 May,true
الازبكية,2,1,Al Azbakeyah,true
البساتين,3,1,Al Basatin,true
التبين,4,1,Tebin,true
الخليفة,5,1,El-Khalifa,true
الدراسة,6,1,El darrasa,true
الدرب الاحمر,7,1,Aldarb Alahmar,true
الزاوية الحمراء,8,1,Zawya al-Hamra,true
الزيتون,9,1,El-Zaytoun,true
الساحل,10,1,Sahel,true
السلام,11,1,El Salam,true
السيدة زينب,12,1,Sayeda Zeinab,true
الشرابية,13,1,El Sharabeya,true
مدينة الشروق,14,1,Shorouk,true
الظاهر,15,1,El Daher,true
العتبة,16,1,Ataba,true
القاهرة الجديدة,17,1,New Cairo,true
المرج,18,1,El Marg,true
عزبة النخل,19,1,Ezbet el Nakhl,true
المطرية,20,1,Matareya,true
المعادى,21,1,Maadi,true
المعصرة,22,1,Maasara,true
المقطم,23,1,Mokattam,true
المنيل,24,1,Manyal,true
الموسكى,25,1,Mosky,true
النزهة,26,1,Nozha,true
الوايلى,27,1,Waily,true
باب الشعرية,28,1,Bab al-Shereia,true
بولاق,29,1,Bolaq,true
جاردن سيتى,30,1,Garden City,true
حدائق القبة,31,1,Hadayek El-Kobba,true
حلوان,32,1,Helwan,true
دار السلام,33,1,Dar Al Salam,true
شبرا,34,1,Shubra,true
طره,35,1,Tura,true
عابدين,36,1,Abdeen,true
عباسية,37,1,Abaseya,true
عين شمس,38,1,Ain Shams,true
مدينة نصر,39,1,Nasr City,true
مصر الجديدة,40,1,New Heliopolis,true
مصر القديمة,41,1,Masr Al Qadima,true
منشية ناصر,42,1,Mansheya Nasir,true
مدينة بدر,43,1,Badr City,true
مدينة العبور,44,1,Obour City,true
وسط البلد,45,1,Cairo Downtown,true
الزمالك,46,1,Zamalek,true
قصر النيل,47,1,Kasr El Nile,true
الرحاب,48,1,Rehab,true
القطامية,49,1,Katameya,true
مدينتي,50,1,Madinty,true
روض الفرج,51,1,Rod Alfarag,true
شيراتون,52,1,Sheraton,true
الجمالية,53,1,El-Gamaleya,true
العاشر من رمضان,54,1,10th of Ramadan City,true
الحلمية,55,1,Helmeyat Alzaytoun,true
النزهة الجديدة,56,1,New Nozha,true
العاصمة الإدارية,57,1,Capital New,true
الجيزة,58,2,Giza,true
السادس من أكتوبر,59,2,Sixth of October,true
الشيخ زايد,60,2,Cheikh Zayed,true
الحوامدية,61,2,Hawamdiyah,true
البدرشين,62,2,Al Badrasheen,true
الصف,63,2,Saf,true
أطفيح,64,2,Atfih,true
العياط,65,2,Al Ayat,true
الباويطي,66,2,Al-Bawaiti,true
منشأة القناطر,67,2,ManshiyetAl Qanater,true
أوسيم,68,2,Oaseem,true
كرداسة,69,2,Kerdasa,true
أبو النمرس,70,2,Abu Nomros,true
كفر غطاطي,71,2,Kafr Ghati,true
منشأة البكاري,72,2,Manshiyet Al Bakari,true
الدقى,73,2,Dokki,true
العجوزة,74,2,Agouza,true
الهرم,75,2,Haram,true
الوراق,76,2,Warraq,true
امبابة,77,2,Imbaba,true
بولاق الدكرور,78,2,Boulaq Dakrour,true
الواحات البحرية,79,2,Al Wahat Al Baharia,true
العمرانية,80,2,Omraneya,true
المنيب,81,2,Moneeb,true
بين السرايات,82,2,Bin Alsarayat,true
الكيت كات,83,2,Kit Kat,true
المهندسين,84,2,Mohandessin,true
فيصل,85,2,Faisal,true
أبو رواش,86,2,Abu Rawash,true
حدائق الأهرام,87,2,Hadayek Alahram,true
الحرانية,88,2,Haraneya,true
حدائق اكتوبر,89,2,Hadayek October,true
صفط اللبن,90,2,Saft Allaban,true
القرية الذكية,91,2,Smart Village,true
ارض اللواء,92,2,Ard Ellwaa,true
ابو قير,93,3,Abu Qir,true
الابراهيمية,94,3,Al Ibrahimeyah,true
الأزاريطة,95,3,Azarita,true
الانفوشى,96,3,Anfoushi,true
الدخيلة,97,3,Dekheila,true
السيوف,98,3,El Soyof,true
العامرية,99,3,Ameria,true
اللبان,100,3,El Labban,true
المفروزة,101,3,Al Mafrouza,true
المنتزه,102,3,El Montaza,true
المنشية,103,3,Mansheya,true
الناصرية,104,3,Naseria,true
امبروزو,105,3,Ambrozo,true
باب شرق,106,3,Bab Sharq,true
برج العرب,107,3,Bourj Alarab,true
ستانلى,108,3,Stanley,true
سموحة,109,3,Smouha,true
سيدى بشر,110,3,Sidi Bishr,true
شدس,111,3,Shads,true
غيط العنب,112,3,Gheet Alenab,true
فلمينج,113,3,Fleming,true
فيكتوريا,114,3,Victoria,true
كامب شيزار,115,3,Camp Shizar,true
كرموز,116,3,Karmooz,true
محطة الرمل,117,3,Mahta Alraml,true
مينا البصل,118,3,Mina El-Basal,true
العصافرة,119,3,Asafra,true
العجمي,120,3,Agamy,true
بكوس,121,3,Bakos,true
بولكلي,122,3,Boulkly,true
كليوباترا,123,3,Cleopatra,true
جليم,124,3,Glim,true
المعمورة,125,3,Al Mamurah,true
المندرة,126,3,Al Mandara,true
محرم بك,127,3,Moharam Bek,true
الشاطبي,128,3,Elshatby,true
سيدي جابر,129,3,Sidi Gaber,true
الساحل الشمالي,130,3,North Coast/sahel,true
الحضرة,131,3,Alhadra,true
العطارين,132,3,Alattarin,true
سيدي كرير,133,3,Sidi Kerir,true
الجمرك,134,3,Elgomrok,true
المكس,135,3,Al Max,true
مارينا,136,3,Marina,true
المنصورة,137,4,Mansoura,true
طلخا,138,4,Talkha,true
ميت غمر,139,4,Mitt Ghamr,true
دكرنس,140,4,Dekernes,true
أجا,141,4,Aga,true
منية النصر,142,4,Menia El Nasr,true
السنبلاوين,143,4,Sinbillawin,true
الكردي,144,4,El Kurdi,true
بني عبيد,145,4,Bani Ubaid,true
المنزلة,146,4,Al Manzala,true
تمي الأمديد,147,4,tami al'amdid,true
الجمالية,148,4,aljamalia,true
شربين,149,4,Sherbin,true
المطرية,150,4,Mataria,true
بلقاس,151,4,Belqas,true
ميت سلسيل,152,4,Meet Salsil,true
جمصة,153,4,Gamasa,true
محلة دمنة,154,4,Mahalat Damana,true
نبروه,155,4,Nabroh,true
الغردقة,156,5,Hurghada,true
رأس غارب,157,5,Ras Ghareb,true
سفاجا,158,5,Safaga,true
القصير,159,5,El Qusiar,true
مرسى علم,160,5,Marsa Alam,true
الشلاتين,161,5,Shalatin,true
حلايب,162,5,Halaib,true
الدهار,163,5,Aldahar,true
دمنهور,164,6,Damanhour,true
كفر الدوار,165,6,Kafr El Dawar,true
رشيد,166,6,Rashid,true
إدكو,167,6,Edco,true
أبو المطامير,168,6,Abu al-Matamir,true
أبو حمص,169,6,Abu Homs,true
الدلنجات,170,6,Delengat,true
المحمودية,171,6,Mahmoudiyah,true
الرحمانية,172,6,Rahmaniyah,true
إيتاي البارود,173,6,Itai Baroud,true
حوش عيسى,174,6,Housh Eissa,true
شبراخيت,175,6,Shubrakhit,true
كوم حمادة,176,6,Kom Hamada,true
بدر,177,6,Badr,true
وادي النطرون,178,6,Wadi Natrun,true
النوبارية الجديدة,179,6,New Nubaria,true
النوبارية,180,6,Alnoubareya,true
الفيوم,181,7,Fayoum,true
الفيوم الجديدة,182,7,Fayoum El Gedida,true
طامية,183,7,Tamiya,true
سنورس,184,7,Snores,true
إطسا,185,7,Etsa,true
إبشواي,186,7,Epschway,true
يوسف الصديق,187,7,Yusuf El Sediaq,true
الحادقة,188,7,Hadqa,true
اطسا,189,7,Atsa,true
الجامعة,190,7,Algamaa,true
السيالة,191,7,Sayala,true
طنطا,192,8,Tanta,true
المحلة الكبرى,193,8,Al Mahalla Al Kobra,true
كفر الزيات,194,8,Kafr El Zayat,true
زفتى,195,8,Zefta,true
السنطة,196,8,El Santa,true
قطور,197,8,Qutour,true
بسيون,198,8,Basion,true
سمنود,199,8,Samannoud,true
الإسماعيلية,200,9,Ismailia,true
فايد,201,9,Fayed,true
القنطرة شرق,202,9,Qantara Sharq,true
القنطرة غرب,203,9,Qantara Gharb,true
التل الكبير,204,9,El Tal El Kabier,true
أبو صوير,205,9,Abu Sawir,true
القصاصين الجديدة,206,9,Kasasien El Gedida,true
نفيشة,207,9,Nefesha,true
الشيخ زايد,208,9,Sheikh Zayed,true
شبين الكوم,209,10,Shbeen El Koom,true
مدينة السادات,210,10,Sadat City,true
منوف,211,10,Menouf,true
سرس الليان,212,10,Sars El-Layan,true
أشمون,213,10,Ashmon,true
الباجور,214,10,Al Bagor,true
قويسنا,215,10,Quesna,true
بركة السبع,216,10,Berkat El Saba,true
تلا,217,10,Tala,true
الشهداء,218,10,Al Shohada,true
المنيا,219,11,Minya,true
المنيا الجديدة,220,11,Minya El Gedida,true
العدوة,221,11,El Adwa,true
مغاغة,222,11,Magagha,true
بني مزار,223,11,Bani Mazar,true
مطاي,224,11,Mattay,true
سمالوط,225,11,Samalut,true
المدينة الفكرية,226,11,Madinat El Fekria,true
ملوي,227,11,Meloy,true
دير مواس,228,11,Deir Mawas,true
ابو قرقاص,229,11,Abu Qurqas,true
ارض سلطان,230,11,Ard Sultan,true
بنها,231,12,Banha,true
قليوب,232,12,Qalyub,true
شبرا الخيمة,233,12,Shubra Al Khaimah,true
القناطر الخيرية,234,12,Al Qanater Charity,true
الخانكة,235,12,Khanka,true
كفر شكر,236,12,Kafr Shukr,true
طوخ,237,12,Tukh,true
قها,238,12,Qaha,true
العبور,239,12,Obour,true
الخصوص,240,12,Khosous,true
شبين القناطر,241,12,Shibin Al Qanater,true
مسطرد,242,12,Mostorod,true
الخارجة,243,13,El Kharga,true
باريس,244,13,Paris,true
موط,245,13,Mout,true
الفرافرة,246,13,Farafra,true
بلاط,247,13,Balat,true
الداخلة,248,13,Dakhla,true
السويس,249,14,Suez,true
الجناين,250,14,Alganayen,true
عتاقة,251,14,Ataqah,true
العين السخنة,252,14,Ain Sokhna,true
فيصل,253,14,Faysal,true
أسوان,254,15,Aswan,true
أسوان الجديدة,255,15,Aswan El Gedida,true
دراو,256,15,Drau,true
كوم أمبو,257,15,Kom Ombo,true
نصر النوبة,258,15,Nasr Al Nuba,true
كلابشة,259,15,Kalabsha,true
إدفو,260,15,Edfu,true
الرديسية,261,15,Al-Radisiyah,true
البصيلية,262,15,Al Basilia,true
السباعية,263,15,Al Sibaeia,true
ابوسمبل السياحية,264,15,Abo Simbl Al Siyahia,true
مرسى علم,265,15,Marsa Alam,true
أسيوط,266,16,Assiut,true
أسيوط الجديدة,267,16,Assiut El Gedida,true
ديروط,268,16,Dayrout,true
منفلوط,269,16,Manfalut,true
القوصية,270,16,Qusiya,true
أبنوب,271,16,Abnoub,true
أبو تيج,272,16,Abu Tig,true
الغنايم,273,16,El Ghanaim,true
ساحل سليم,274,16,Sahel Selim,true
البداري,275,16,El Badari,true
صدفا,276,16,Sidfa,true
بني سويف,277,17,Bani Sweif,true
بني سويف الجديدة,278,17,Beni Suef El Gedida,true
الواسطى,279,17,Al Wasta,true
ناصر,280,17,Naser,true
إهناسيا,281,17,Ehnasia,true
ببا,282,17,beba,true
الفشن,283,17,Fashn,true
سمسطا,284,17,Somasta,true
الاباصيرى,285,17,Alabbaseri,true
مقبل,286,17,Mokbel,true
بورسعيد,287,18,PorSaid,true
بورفؤاد,288,18,Port Fouad,true
العرب,289,18,Alarab,true
حى الزهور,290,18,Zohour,true
حى الشرق,291,18,Alsharq,true
حى الضواحى,292,18,Aldawahi,true
حى المناخ,293,18,Almanakh,true
حى مبارك,294,18,Mubarak,true
دمياط,295,19,Damietta,true
دمياط الجديدة,296,19,New Damietta,true
رأس البر,297,19,Ras El Bar,true
فارسكور,298,19,Faraskour,true
الزرقا,299,19,Zarqa,true
السرو,300,19,alsaru,true
الروضة,301,19,alruwda,true
كفر البطيخ,302,19,Kafr El-Batikh,true
عزبة البرج,303,19,Azbet Al Burg,true
ميت أبو غالب,304,19,Meet Abou Ghalib,true
كفر سعد,305,19,Kafr Saad,true
الزقازيق,306,20,Zagazig,true
العاشر من رمضان,307,20,Al Ashr Men Ramadan,true
منيا القمح,308,20,Minya Al Qamh,true
بلبيس,309,20,Belbeis,true
مشتول السوق,310,20,Mashtoul El Souq,true
القنايات,311,20,Qenaiat,true
أبو حماد,312,20,Abu Hammad,true
القرين,313,20,El Qurain,true
ههيا,314,20,Hehia,true
أبو كبير,315,20,Abu Kabir,true
فاقوس,316,20,Faccus,true
الصالحية الجديدة,317,20,El Salihia El Gedida,true
الإبراهيمية,318,20,Al Ibrahimiyah,true
ديرب نجم,319,20,Deirb Negm,true
كفر صقر,320,20,Kafr Saqr,true
أولاد صقر,321,20,Awlad Saqr,true
الحسينية,322,20,Husseiniya,true
صان الحجر القبلية,323,20,san alhajar alqablia,true
منشأة أبو عمر,324,20,Manshayat Abu Omar,true
الطور,325,21,Al Toor,true
شرم الشيخ,326,21,Sharm El-Shaikh,true
دهب,327,21,Dahab,true
نويبع,328,21,Nuweiba,true
طابا,329,21,Taba,true
سانت كاترين,330,21,Saint Catherine,true
أبو رديس,331,21,Abu Redis,true
أبو زنيمة,332,21,Abu Zenaima,true
رأس سدر,333,21,Ras Sidr,true
كفر الشيخ,334,22,Kafr El Sheikh,true
وسط البلد كفر الشيخ,335,22,Kafr El Sheikh Downtown,true
دسوق,336,22,Desouq,true
فوه,337,22,Fooh,true
مطوبس,338,22,Metobas,true
برج البرلس,339,22,Burg Al Burullus,true
بلطيم,340,22,Baltim,true
مصيف بلطيم,341,22,Masief Baltim,true
الحامول,342,22,Hamol,true
بيلا,343,22,Bella,true
الرياض,344,22,Riyadh,true
سيدي سالم,345,22,Sidi Salm,true
قلين,346,22,Qellen,true
سيدي غازي,347,22,Sidi Ghazi,true
مرسى مطروح,348,23,Marsa Matrouh,true
الحمام,349,23,El Hamam,true
العلمين,350,23,Alamein,true
الضبعة,351,23,Dabaa,true
النجيلة,352,23,Al-Nagila,true
سيدي براني,353,23,Sidi Brani,true
السلوم,354,23,Salloum,true
سيوة,355,23,Siwa,true
مارينا,356,23,Marina,true
الساحل الشمالى,357,23,North Coast,true
الأقصر,358,24,Luxor,true
الأقصر الجديدة,359,24,New Luxor,true
إسنا,360,24,Esna,true
طيبة الجديدة,361,24,New Tiba,true
الزينية,362,24,Al ziynia,true
البياضية,363,24,Al Bayadieh,true
القرنة,364,24,Al Qarna,true
أرمنت,365,24,Armant,true
الطود,366,24,Al Tud,true
قنا,367,25,Qena,true
قنا الجديدة,368,25,New Qena,true
ابو طشت,369,25,Abu Tesht,true
نجع حمادي,370,25,Nag Hammadi,true
دشنا,371,25,Deshna,true
الوقف,372,25,Alwaqf,true
قفط,373,25,Qaft,true
نقادة,374,25,Naqada,true
فرشوط,375,25,Farshout,true
قوص,376,25,Quos,true
العريش,377,26,Arish,true
الشيخ زويد,378,26,Sheikh Zowaid,true
نخل,379,26,Nakhl,true
رفح,380,26,Rafah,true
بئر العبد,381,26,Bir al-Abed,true
الحسنة,382,26,Al Hasana,true
سوهاج,383,27,Sohag,true
سوهاج الجديدة,384,27,Sohag El Gedida,true
أخميم,385,27,Akhmeem,true
أخميم الجديدة,386,27,Akhmim El Gedida,true
البلينا,387,27,Albalina,true
المراغة,388,27,El Maragha,true
المنشأة,389,27,almunsha'a,true
دار السلام,390,27,Dar AISalaam,true
جرجا,391,27,Gerga,true
جهينة الغربية,392,27,Jahina Al Gharbia,true
ساقلته,393,27,Saqilatuh,true
طما,394,27,Tama,true
طهطا,395,27,Tahta,true
الكوثر,396,27,Alkawthar,true
